C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_28_554.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_28_554.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_28_554.jpg, 0, 0, 0, 7.869808E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_28_654.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_28_654.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_28_654.jpg, 0, 0, 0, 8.079251E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_28_756.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_28_756.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_28_756.jpg, 0, 0, 0, 7.891856E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_28_857.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_28_857.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_28_857.jpg, 0, 0, 0, 8.133116E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_28_958.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_28_958.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_28_958.jpg, 0, 0, 0, 7.852713E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_29_058.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_29_058.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_29_058.jpg, 0, 0, 0, 7.845408E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_29_159.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_29_159.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_29_159.jpg, 0, 0, 0, 7.835055E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_29_260.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_29_260.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_29_260.jpg, 0, 0, 0, 7.794057E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_29_361.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_29_361.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_29_361.jpg, 0, 0, 0, 7.806085E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_29_462.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_29_462.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_29_462.jpg, 0, 0, 0, 7.890798E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_29_562.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_29_562.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_29_562.jpg, 0, 0, 0, 8.080076E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_29_664.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_29_664.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_29_664.jpg, 0, 0, 0, 7.835597E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_29_766.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_29_766.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_29_766.jpg, 0, 0, 0, 7.772365E-05
C:\Users\hakee\Downloads\Data Car\IMG\center_2022_10_21_00_50_29_868.jpg, C:\Users\hakee\Downloads\Data Car\IMG\left_2022_10_21_00_50_29_868.jpg, C:\Users\hakee\Downloads\Data Car\IMG\right_2022_10_21_00_50_29_868.jpg, 0, 0, 0, 7.812929E-05
